i;j;Fij
GIB;TJK;0
GIB;TKL;0
GIB;TKM;0
GIB;TLS;0
GIB;TON;0
GIB;TTO;0
GIB;TUN;0
GIB;TUR;0
GIB;TUV;0
GIB;TZA;0
GIB;UGA;0
GIB;UKR;0
GIB;URY;0
GIB;USA;0
GIB;UZB;0
GIB;VAT;0
GIB;VCT;0
GIB;VEN;0
GIB;VGB;0
GIB;VIR;0
GIB;VNM;0
GIB;VUT;0
GIB;WLF;0
GIB;WSM;0
GIB;YEM;0
GIB;ZAF;87
GIB;ZMB;0
GIB;ZWE;0
GIN;ABW;0
GIN;AFG;0
GIN;AGO;2 284
GIN;AIA;0
GIN;ALB;0
GIN;AND;0
GIN;ARE;0
GIN;ARG;1
GIN;ARM;0
GIN;ASM;0
GIN;ATG;0
GIN;AUS;884
GIN;AUT;333
GIN;AZE;0
GIN;BDI;0
GIN;BEL;4 598
GIN;BEN;0
GIN;BES;0
GIN;BFA;0
GIN;BGD;0
GIN;BGR;11
GIN;BHR;0
GIN;BHS;0
GIN;BIH;0
GIN;BLR;0
GIN;BLZ;0
GIN;BMU;0
GIN;BOL;9
GIN;BRA;70
GIN;BRB;0
GIN;BRN;0
GIN;BTN;0
GIN;BWA;0
GIN;CAF;0
GIN;CAN;4 412
GIN;CHE;1 276
GIN;CHL;5
GIN;CHN;0
GIN;CIV;95 929
GIN;CMR;4 974
GIN;COD;0
GIN;COG;0
GIN;COK;0
GIN;COL;0
GIN;COM;0
GIN;CPV;423
GIN;CRI;0
GIN;CUB;0
GIN;CUW;0
GIN;CYM;0
GIN;CYP;0
GIN;CZE;76
GIN;DEU;4 244
GIN;DJI;0
GIN;DMA;0
GIN;DNK;131
GIN;DOM;0
GIN;DZA;0
GIN;ECU;0
GIN;EGY;135
GIN;ERI;0
GIN;ESH;991
GIN;ESP;9 780
GIN;EST;0
GIN;ETH;0
GIN;FIN;102
GIN;FJI;0
GIN;FLK;0
GIN;FRA;30 667
GIN;FRO;0
GIN;FSM;0
GIN;FSM;0
GIN;GAB;3 363
GIN;GBR;2 072
GIN;GEO;0
GIN;GHA;141
GIN;GIB;0
GIN;GIN;0
GIN;GLP;0
GIN;GMB;42 994
GIN;GNB;5 175
GIN;GNQ;0
GIN;GRC;178
GIN;GRD;0
GIN;GRL;0
GIN;GTM;0
GIN;GUF;0
GIN;GUM;0
GIN;GUY;0
GIN;HKG;0
GIN;HND;0
GIN;HRV;0
GIN;HTI;0
GIN;HUN;40
GIN;IDN;0
GIN;IMN;0
GIN;IND;0
GIN;IRL;53
GIN;IRN;0
GIN;IRQ;0
GIN;ISL;19
GIN;ISR;0
GIN;ITA;3 967
GIN;JAM;0
GIN;JOR;0
GIN;JPN;0
GIN;KAZ;0
GIN;KEN;0
GIN;KGZ;0
GIN;KHM;0
GIN;KIR;0
GIN;KNA;0
GIN;KOR;0
GIN;KWT;0
GIN;LAO;0
GIN;LBN;0
GIN;LBR;30 157
GIN;LBY;0
GIN;LCA;0
GIN;LIE;0
GIN;LKA;0
GIN;LSO;0
GIN;LTU;0
GIN;LUX;0
GIN;LVA;0
GIN;MAC;0
GIN;MAR;1 008
GIN;MCO;0
GIN;MDA;0
GIN;MDG;0
GIN;MDV;0
GIN;MEX;0
GIN;MHL;0
GIN;MKD;0
GIN;MLI;18 665
GIN;MLT;0
GIN;MMR;0
GIN;MNE;0
GIN;MNG;0
GIN;MNP;0
GIN;MOZ;0
GIN;MRT;3 140
GIN;MSR;0
GIN;MTQ;0
GIN;MUS;0
GIN;MWI;0
GIN;MYS;0
GIN;MYT;0
GIN;NAM;48
GIN;NCL;0
GIN;NER;0
GIN;NGA;0
GIN;NIC;0
GIN;NIU;0
GIN;NLD;2 653
GIN;NOR;285
GIN;NPL;0
GIN;NRU;0
GIN;NZL;884
GIN;NZL;0
GIN;OMN;0
GIN;PAK;0
GIN;PAN;0
GIN;PER;0
GIN;PHL;0
GIN;PLW;0
GIN;PNG;0
GIN;POL;59
GIN;PRI;0
GIN;PRK;0
GIN;PRT;4 579
GIN;PRY;0
GIN;PSE;0
GIN;PYF;0
GIN;PYF;0
GIN;QAT;0
GIN;REU;0
GIN;ROU;64
GIN;RUS;204
GIN;RWA;0
GIN;SAU;0
GIN;SDN;0
GIN;SEN;50 226
GIN;SGP;0
GIN;SHN;0
GIN;SLB;0
GIN;SLE;71 495
GIN;SLV;0
GIN;SMR;0
GIN;SOM;0
GIN;SPM;0
GIN;SRB;0
GIN;SSD;0
GIN;STP;0
GIN;SUR;0
GIN;SVK;0
GIN;SVN;1
GIN;SWE;534
GIN;SWZ;0
GIN;SXM;0
GIN;SYC;0
GIN;SYR;0
GIN;TCA;0
GIN;TCD;0
GIN;TGO;3 423
GIN;THA;0
GIN;TJK;0
GIN;TKL;0
GIN;TKM;0
GIN;TLS;0
GIN;TON;0
GIN;TTO;0
GIN;TUN;0
GIN;TUR;0
GIN;TUV;0
GIN;TZA;0
GIN;UGA;0
GIN;UKR;0
GIN;URY;0
GIN;USA;20 005
GIN;UZB;0
GIN;VAT;0
GIN;VCT;0
GIN;VEN;0
GIN;VGB;0
GIN;VIR;0
GIN;VNM;0
GIN;VUT;0
GIN;WLF;0
GIN;WSM;0
GIN;YEM;0
